"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DEU","Germany","2012","2012",0.4,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DEU","Germany","2013","2013",0.5,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DEU","Germany","2014","2014",0.5,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DEU","Germany","2015","2015",0.6,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DEU","Germany","2016","2016",0.6,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DEU","Germany","2017","2017",0.7,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DEU","Germany","2018","2018",0.7,"B; D","Break; Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DEU","Germany","2019","2019",0.8,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DEU","Germany","2020","2020",0.9,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DEU","Germany","2021","2021",0.9,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2010","2010",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2011","2011",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2012","2012",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2013","2013",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2014","2014",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2015","2015",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2016","2016",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2017","2017",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2018","2018",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2019","2019",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2020","2020",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2021","2021",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2022","2022",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2010","2010",5.3,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2011","2011",0.8,"B; D","Break; Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2012","2012",1,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2013","2013",1.2,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2014","2014",1.4,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2015","2015",1.4,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2016","2016",1.7,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2017","2017",1.8,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2018","2018",1.8,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2019","2019",2,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2020","2020",2.1,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2021","2021",2.3,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2022","2022",4.5,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2011","2011",1.8,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2012","2012",1.8,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2013","2013",1.8,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2014","2014",1.9,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2015","2015",2,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2016","2016",2,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2017","2017",2,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2018","2018",2,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2019","2019",1.9,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2020","2020",2,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2021","2021",2,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2022","2022",2.6,"E","Estimated value"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2010","2010",2.9,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2011","2011",3.7,"B","Break"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2012","2012",3.6,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2013","2013",4.1,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2014","2014",4.5,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2015","2015",4.7,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2016","2016",3.1,"B","Break"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2017","2017",3.2,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2018","2018",3.5,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2019","2019",3.7,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2020","2020",4.7,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2021","2021",4.8,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2010","2010",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2011","2011",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2012","2012",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2013","2013",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2014","2014",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2015","2015",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2016","2016",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2017","2017",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2018","2018",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2019","2019",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2020","2020",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2021","2021",0,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NZL","New Zealand","2018","2018",0,"E","Estimated value"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NZL","New Zealand","2019","2019",0,"E","Estimated value"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NZL","New Zealand","2020","2020",0,"E","Estimated value"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NZL","New Zealand","2021","2021",0,"E","Estimated value"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NZL","New Zealand","2022","2022",0,"E","Estimated value"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2010","2010",1.6,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2011","2011",1.6,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2012","2012",1.5,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2013","2013",1.5,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2014","2014",1.5,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2015","2015",1.5,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2016","2016",1.5,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2017","2017",1.5,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2018","2018",1.4,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2019","2019",1.4,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2020","2020",1.5,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2021","2021",1.6,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2022","2022",1.5,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2010","2010",0.4,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2011","2011",0.3,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2012","2012",0.3,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2013","2013",0.2,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2014","2014",0.2,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2015","2015",0.2,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2016","2016",0.2,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2017","2017",0.2,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2018","2018",0.2,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2019","2019",0.2,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2020","2020",0.2,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2021","2021",0.2,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2022","2022",0.2,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2010","2010",0.8,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2011","2011",0.8,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2012","2012",0.7,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2013","2013",0.7,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2014","2014",0.7,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2015","2015",0.7,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2016","2016",0,"B","Break"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2017","2017",0,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2018","2018",0,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2019","2019",0,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2020","2020",0,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2021","2021",0,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2010","2010",2.4,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2011","2011",2.2,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2012","2012",1.4,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2010","2010",1.8,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2011","2011",2,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2012","2012",2,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2013","2013",2.1,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2014","2014",2.1,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2015","2015",2.1,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2016","2016",2.1,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2017","2017",2.2,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2018","2018",2.1,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2019","2019",2.2,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2020","2020",2.2,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2021","2021",2.2,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2022","2022",2.2,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Türkiye","2010","2010",2.5,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Türkiye","2011","2011",2.5,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Türkiye","2012","2012",2.4,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Türkiye","2013","2013",2.2,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Türkiye","2014","2014",2.3,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Türkiye","2015","2015",2.4,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Türkiye","2016","2016",2.2,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Türkiye","2017","2017",2.1,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Türkiye","2018","2018",2.5,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Türkiye","2019","2019",2.5,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Türkiye","2020","2020",2.8,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","TUR","Türkiye","2021","2021",2.7,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GBR","United Kingdom","2010","2010",1,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GBR","United Kingdom","2011","2011",1,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GBR","United Kingdom","2012","2012",0.8,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GBR","United Kingdom","2013","2013",0.6,"B; D","Break; Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GBR","United Kingdom","2014","2014",0.6,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GBR","United Kingdom","2015","2015",0.6,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GBR","United Kingdom","2016","2016",0.5,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GBR","United Kingdom","2017","2017",0.5,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GBR","United Kingdom","2018","2018",0.1,"E; D","Estimated value; Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GBR","United Kingdom","2019","2019",0.1,"E; D","Estimated value; Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GBR","United Kingdom","2020","2020",0,"E; D","Estimated value; Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GBR","United Kingdom","2021","2021",0,"E; D","Estimated value; Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CHL","Chile","2011","2011",0,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CHL","Chile","2012","2012",0,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CHL","Chile","2013","2013",0,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CHL","Chile","2014","2014",0,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CHL","Chile","2015","2015",0,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CHL","Chile","2016","2016",0,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CHL","Chile","2017","2017",0,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CHL","Chile","2018","2018",0,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CHL","Chile","2019","2019",0,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CHL","Chile","2020","2020",0,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CHL","Chile","2021","2021",0,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CHL","Chile","2022","2022",0,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2010","2010",0.9,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2011","2011",0.9,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2012","2012",1,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2013","2013",0.9,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2014","2014",1,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2015","2015",1,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2016","2016",1,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2017","2017",1,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2018","2018",1.1,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2019","2019",1.2,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2020","2020",1.3,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2021","2021",1.1,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","EST","Estonia","2022","2022",1.4,,
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISR","Israel","2012","2012",0.3,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISR","Israel","2014","2014",0.2,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISR","Israel","2015","2015",0.2,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISR","Israel","2016","2016",0.1,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISR","Israel","2017","2017",0.1,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISR","Israel","2018","2018",0.1,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISR","Israel","2019","2019",0.1,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISR","Israel","2020","2020",0.1,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISR","Israel","2021","2021",0.1,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISR","Israel","2022","2022",0.1,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVN","Slovenia","2010","2010",0.2,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVN","Slovenia","2011","2011",0.2,"D","Difference in methodology"
"PHARACID","A02A-Antacids","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVN","Slovenia","2012","2012",0.2,"D","Difference in methodology"
